proposer_index,slot,declared_client
80351,653600,undecided
34728,267628,undecided
69901,653968,undecided
3331,32497,undecided
24129,51152,undecided
42717,233540,prysm
74526,561956,lighthouse
23380,42540,undecided
52758,491611,undecided
63463,657903,undecided
42970,670956,prysm
65954,595348,undecided
21734,126609,lighthouse
65134,666701,undecided
68926,595807,undecided
75627,550380,lighthouse
60182,623167,undecided
30759,267974,undecided
63612,637636,undecided
7118,513,undecided
9088,636558,nimbus
69422,639926,undecided
66766,494809,undecided
66528,398114,undecided
80703,670172,undecided
37247,351606,lighthouse
70855,616328,prysm
68600,407343,undecided
19738,68666,prysm
52530,352732,prysm
55628,458394,prysm
12907,6580,undecided
55887,309282,undecided
66628,383443,undecided
62896,545083,undecided
53697,317442,undecided
68894,565010,undecided
12041,107664,lighthouse
69820,628278,undecided
78996,622141,undecided
73147,512751,undecided
75861,484388,undecided
31146,181033,prysm
74037,590361,undecided
74097,624512,undecided
74551,553489,lighthouse
44728,392378,lighthouse
61365,425723,undecided
73070,496308,undecided
31921,193072,undecided
62440,490407,undecided
27548,266769,undecided
79185,500498,undecided
6636,73056,prysm
65889,535903,undecided
49717,421919,undecided
56606,531660,undecided
21769,16990,undecided
45313,498531,undecided
3995,44376,undecided
28709,581302,undecided
9312,427564,nimbus
4814,29868,prysm
69426,655295,undecided
69871,612510,undecided
79388,577405,undecided
59377,668623,undecided
62142,413417,undecided
78460,628507,undecided
62693,452731,undecided
57691,525380,undecided
53733,492858,undecided
64926,503576,undecided
63010,526947,undecided
73237,657010,undecided
38930,225942,undecided
63877,581792,undecided
50956,670674,undecided
79669,514789,undecided
73519,493199,undecided
65592,383505,undecided
60541,371432,undecided
72330,648025,undecided
62508,518050,undecided
30506,133589,undecided
52601,372591,undecided
22522,94228,undecided
69163,467406,undecided
57140,485407,prysm
8655,375257,nimbus
76781,568616,undecided
67458,549237,undecided
49893,260031,undecided
71974,610409,undecided
62249,469301,undecided
55504,592505,undecided
59517,651511,undecided
71661,453263,undecided
72564,637805,undecided
52842,657281,undecided
73927,664647,undecided
67115,393020,undecided
77191,595214,undecided
2090,69629,undecided
72449,480455,undecided
21933,57513,undecided
66797,419934,undecided
35643,606144,undecided
78838,546304,undecided
48498,630641,teku
76806,624492,undecided
65867,428060,undecided
74519,665935,lighthouse
62768,403831,undecided
77999,557326,undecided
22166,216515,lighthouse
58151,329822,undecided
67112,387969,undecided
54582,364840,undecided
70983,636991,prysm
42849,434939,prysm
71212,604787,undecided
63347,451091,prysm
62382,418798,undecided
50202,578354,lighthouse
14761,6616,undecided
71898,670447,undecided
13214,13734,undecided
12935,108159,lighthouse
55582,391005,prysm
79104,661049,undecided
78997,610197,undecided
58802,391064,undecided
58763,339265,undecided
9934,18631,undecided
77120,502962,undecided
59814,650146,undecided
79409,668085,undecided
57527,519639,undecided
74055,613555,undecided
76371,475254,undecided
63273,439104,prysm
67250,417474,undecided
47004,276913,undecided
80675,670690,undecided
3759,67754,undecided
59188,639468,undecided
80222,654544,undecided
48268,340509,prysm
68423,445339,lighthouse
11082,69716,undecided
72910,545369,undecided
80599,671719,lighthouse
70444,526984,undecided
80753,559408,undecided
12949,7062,undecided
46898,369180,prysm
57335,339759,prysm
54298,471079,undecided
70791,611910,prysm
22935,487777,teku
38030,271735,undecided
72548,666082,undecided
26004,61605,undecided
57932,657176,undecided
4913,7837,prysm
60986,408784,undecided
74479,563206,lighthouse
11488,47446,undecided
56993,560567,undecided
57115,375095,prysm
74235,586718,undecided
68446,668194,lighthouse
79439,504143,undecided
56825,366280,undecided
54070,480951,prysm
81070,563260,undecided
56846,333061,undecided
77196,633683,undecided
3274,52480,undecided
60905,431687,undecided
56367,641951,undecided
69126,410052,undecided
57277,306579,undecided
61837,434997,undecided
73186,663512,lighthouse
61848,417860,undecided
20960,381151,prysm
72225,590747,undecided
64886,495636,undecided
58232,346206,undecided
43503,648749,undecided
66457,630569,undecided
40643,191645,undecided
57429,656155,undecided
80396,564835,undecided
74661,558060,undecided
58270,346329,undecided
79651,552372,undecided
77935,643199,undecided
65015,656455,undecided
35019,147990,prysm
22398,61447,undecided
77132,651967,undecided
5012,155652,undecided
4978,150410,undecided
38235,655247,undecided
66111,667429,undecided
43278,666800,prysm
77732,654428,undecided
23327,52573,undecided
53204,562026,undecided
65701,626664,undecided
59539,599678,undecided
34034,444378,teku
30630,175054,undecided
59407,636121,undecided
69155,659372,undecided
28763,82805,undecided
27401,521865,undecided
25563,61041,undecided
67012,493446,undecided
17548,3871,undecided
37157,461625,undecided
29476,640740,undecided
67017,420940,undecided
76907,499467,undecided
47492,379573,undecided
3601,87232,undecided
57275,375036,undecided
71733,590271,undecided
72799,635575,undecided
13783,55587,undecided
32757,580946,prysm
53758,649316,undecided
2775,101691,undecided
78666,483901,undecided
54155,488716,undecided
3591,48945,undecided
2646,26106,undecided
66210,651391,undecided
66997,454241,undecided
3469,9973,undecided
56822,348560,undecided
57191,475122,prysm
8367,417190,nimbus
60196,351652,undecided
77735,601249,undecided
25663,300601,prysm
60817,418002,undecided
76217,668843,lighthouse
66943,437455,undecided
22515,69345,undecided
79356,586667,lighthouse
57062,614288,undecided
79102,515016,undecided
30841,138936,undecided
53667,559542,undecided
76846,479664,lighthouse
22439,23360,undecided
34698,277230,teku
16337,301912,undecided
80291,554980,undecided
16503,30625,undecided
15069,103969,prysm
70927,445103,undecided
63512,400416,undecided
80271,499341,undecided
76480,521513,lighthouse
67223,404442,undecided
69470,575467,undecided
61485,526678,undecided
75051,451174,undecided
56332,637173,undecided
47391,390767,prysm
58392,318482,undecided
63313,458030,prysm
42733,363561,undecided
11652,157936,undecided
80768,640285,undecided
58665,343660,undecided
79183,486653,undecided
73035,560416,undecided
78656,658357,undecided
2822,47969,undecided
64199,640976,undecided
59438,668301,undecided
9386,61583,undecided
57935,511533,undecided
75047,624382,undecided
13338,110048,lighthouse
62210,356966,undecided
78413,511534,lighthouse
72652,671767,undecided
67507,417222,undecided
69460,658828,undecided
47686,467223,prysm
61924,376251,undecided
50528,515967,lighthouse
3863,50398,undecided
62793,519580,undecided
61033,378792,undecided
23407,72276,undecided
80827,658630,undecided
69146,639624,undecided
54460,321839,undecided
55577,430149,prysm
53627,444408,undecided
8813,39098,undecided
71785,564082,undecided
60908,421523,undecided
9265,74810,undecided
50119,635648,lighthouse
70688,579920,undecided
68156,647635,lighthouse
75096,489762,undecided
18999,23152,undecided
58467,378172,undecided
21804,137220,lighthouse
61696,407818,undecided
62184,538736,undecided
60728,364163,undecided
79027,593551,undecided
10379,51906,undecided
60889,427886,undecided
38380,158403,undecided
10348,46826,undecided
51584,456578,undecided
36287,563405,undecided
76138,477878,undecided
67474,430975,undecided
75568,643690,undecided
67747,625997,lighthouse
66801,457550,undecided
67053,396851,undecided
74580,496009,lighthouse
50521,490377,teku
66994,453131,undecided
75092,475698,undecided
71817,645956,undecided
56948,328074,undecided
8317,38342,undecided
3450,62950,undecided
48461,651773,undecided
13133,105542,lighthouse
64387,619947,undecided
66886,396105,undecided
55524,405891,undecided
42742,670168,prysm
72039,563011,undecided
66290,659359,undecided
9487,188613,nimbus
67456,540316,undecided
11645,103045,undecided
54102,476549,prysm
76374,643343,undecided
21829,105488,lighthouse
66739,460504,undecided
80779,637062,undecided
60494,405676,undecided
61141,453132,undecided
64009,438507,undecided
38856,238856,undecided
51457,596494,undecided
57912,332403,undecided
50248,418771,teku
71047,653563,undecided
32127,364337,undecided
74805,660024,undecided
73639,564574,undecided
78590,515714,undecided
72197,639484,undecided
80009,581881,undecided
76992,563060,undecided
74334,566100,undecided
60649,383094,undecided
66037,648921,lodestar
47776,363480,prysm
77770,655720,undecided
76663,478950,undecided
80237,638054,undecided
58641,353542,undecided
79756,608440,undecided
34494,154690,prysm
79704,525517,undecided
68987,656654,undecided
55329,423116,undecided
54063,437336,prysm
59697,546574,undecided
45183,380563,lighthouse
47289,407954,undecided
78901,487939,undecided
66684,518007,undecided
58512,371859,undecided
4704,268321,undecided
73882,623129,undecided
72191,650279,undecided
69852,660519,undecided
66439,515561,undecided
60321,359852,undecided
12734,1002,undecided
75988,616130,undecided
77798,603988,undecided
80228,500448,undecided
80502,562425,undecided
63265,362118,prysm
12354,4099,undecided
63998,670227,undecided
8641,55139,undecided
11272,57972,undecided
46801,459692,prysm
66264,536363,undecided
42844,406845,prysm
29067,81118,undecided
68863,484183,undecided
74775,451426,undecided
58194,397695,undecided
5455,227644,prysm
59831,616447,undecided
69234,670534,undecided
25781,55341,undecided
3774,20677,undecided
78897,499261,undecided
65392,490431,undecided
73804,627223,undecided
80606,661103,lighthouse
72041,563812,undecided
31228,158249,lighthouse
58106,352723,undecided
17323,442444,lighthouse
72896,661251,undecided
13350,107908,lighthouse
66304,472091,lighthouse
12980,6357,undecided
57340,431921,prysm
5384,21042,undecided
11363,104329,undecided
60658,381950,undecided
52649,561050,undecided
60118,331991,undecided
32262,424959,undecided
65773,469568,undecided
66565,659585,undecided
59715,665637,undecided
25481,221014,lighthouse
53634,496272,undecided
4998,158981,undecided
44528,424079,lighthouse
9246,355846,nimbus
49415,329306,undecided
13692,243226,prysm
23107,65672,lighthouse
60709,332979,undecided
73556,502161,undecided
28461,167627,undecided
77450,479960,undecided
77591,478620,undecided
62124,376056,undecided
71831,599058,undecided
69700,571384,undecided
38772,211344,undecided
20340,72837,prysm
71362,481683,undecided
47487,517363,prysm
64301,612694,undecided
34001,216373,undecided
56571,348744,undecided
3917,13375,undecided
61944,496203,undecided
11206,89505,undecided
59987,475145,undecided
16322,272470,undecided
66746,487529,undecided
51440,635324,undecided
58108,340690,undecided
59728,629980,undecided
60532,336244,undecided
74909,640838,undecided
67343,642620,undecided
72517,440321,undecided
23351,92283,undecided
30892,580447,prysm
79936,639205,undecided
78761,557689,undecided
46968,364640,undecided
66869,420569,undecided
4969,154032,undecided
70800,444701,undecided
53065,563843,undecided
9933,74743,undecided
48819,647723,undecided
51052,542272,undecided
66693,659631,undecided
19821,287509,lighthouse
62192,507132,undecided
67137,504410,undecided
28750,75978,undecided
54869,499731,undecided
61334,480743,undecided
6412,157092,lighthouse
40656,193627,undecided
72686,648325,undecided
57706,346542,undecided
78368,504102,lighthouse
71832,656315,undecided
69899,665334,undecided
26662,102792,prysm
51932,271923,undecided
10997,44578,undecided
73081,593899,undecided
57973,372299,undecided
12173,171609,undecided
73594,639938,undecided
71062,462068,undecided
54266,324409,undecided
13365,600,undecided
53192,338801,undecided
22525,46190,undecided
28471,314862,undecided
28481,152391,undecided
12451,8024,undecided
70286,542431,undecided
9822,65207,undecided
71556,661735,undecided
63632,589195,undecided
75952,510899,undecided
22518,67263,undecided
47423,313337,undecided
45338,516724,undecided
76994,565175,undecided
40627,188179,undecided
55043,497000,undecided
12324,8830,undecided
73971,636697,undecided
58925,370440,undecided
77153,502673,undecided
66583,670668,undecided
74025,448618,undecided
69844,513060,undecided
66754,503520,undecided
9010,665517,nimbus
69320,657058,undecided
67550,596329,undecided
71137,666227,undecided
67136,422283,undecided
56724,348713,undecided
12498,12348,undecided
74567,456125,lighthouse
75207,477650,teku
10272,3446,undecided
61925,436895,undecided
66028,589471,lodestar
67682,461651,undecided
47304,651695,undecided
71240,456039,undecided
55803,351336,undecided
67900,664024,undecided
11075,43845,undecided
68584,669693,undecided
57877,460993,undecided
75583,577288,undecided
59676,649410,undecided
60495,396191,undecided
70668,652988,undecided
54037,616456,undecided
80231,561748,undecided
68097,497777,undecided
13202,7610,undecided
51573,561799,undecided
56466,331924,undecided
56477,558319,undecided
77385,659140,undecided
77746,660349,undecided
77124,478548,undecided
3538,14345,undecided
26103,50064,undecided
75650,582842,undecided
57294,636287,undecided
30467,117668,undecided
43703,622446,undecided
59483,396863,undecided
3499,15270,undecided
54615,407095,undecided
80046,570648,undecided
76686,497665,undecided
58275,359265,undecided
73902,670404,undecided
67065,385508,undecided
63520,463504,undecided
46855,281087,undecided
24136,72031,undecided
55823,370722,undecided
3900,46025,undecided
68510,492452,lighthouse
17605,66434,teku
64357,652470,undecided
75845,618381,undecided
51822,660737,undecided
78061,616708,undecided
79224,566746,undecided
42457,386369,prysm
22365,53106,undecided
65524,416325,nimbus
9913,50602,undecided
68119,635613,lighthouse
11532,60150,undecided
76696,478714,undecided
20154,174089,undecided
50212,544427,lighthouse
70550,599108,undecided
71716,669288,undecided
23211,463395,teku
66162,663959,undecided
69068,641884,undecided
22673,116716,prysm
51450,661808,undecided
69607,663982,undecided
47038,365779,undecided
22366,95096,undecided
48332,555361,prysm
34476,190546,prysm
67696,479152,undecided
22543,29664,undecided
76651,485005,undecided
29026,74804,undecided
9495,657399,nimbus
56707,372094,undecided
21659,15284,lighthouse
76905,611215,undecided
25519,646264,undecided
34611,406619,undecided
44537,399201,undecided
62298,418819,undecided
73167,637695,undecided
58790,319263,undecided
56990,342767,undecided
10676,48484,undecided
61429,441477,undecided
77332,498578,undecided
5062,49724,prysm
80392,613750,undecided
13741,60457,lighthouse
50628,507730,undecided
8313,39801,undecided
67220,494047,undecided
55695,497112,prysm
10280,45820,undecided
64428,662583,undecided
9263,100918,undecided
58174,390388,undecided
72569,669437,undecided
58184,334642,undecided
25507,618223,undecided
25983,67568,teku
63647,487357,undecided
60029,367591,undecided
80103,570396,undecided
10536,59815,undecided
75091,627042,undecided
34527,145006,lighthouse
37227,334279,lighthouse
3257,35926,undecided
24127,68923,undecided
4934,180882,undecided
79000,634225,undecided
22,17015,undecided
78964,660182,undecided
74003,505276,undecided
71652,656590,undecided
79403,544161,undecided
72044,648866,undecided
51005,435076,prysm
80441,495286,undecided
28598,116228,undecided
71738,659791,undecided
66482,504169,undecided
8268,102383,undecided
77802,602423,undecided
60332,401077,undecided
62418,410883,undecided
57707,541062,undecided
48650,435004,undecided
75038,461719,undecided
56177,301670,undecided
43947,611693,undecided
12859,3770,undecided
24285,67095,prysm
75080,604899,undecided
4040,42438,undecided
57844,349163,undecided
79789,631036,undecided
58211,356435,undecided
30726,661223,undecided
69433,522799,undecided
3724,22782,undecided
65529,414027,nimbus
75156,621642,undecided
76608,506768,undecided
46529,355133,undecided
70980,605008,prysm
14471,17926,undecided
75524,500168,undecided
79277,667943,undecided
75636,610894,undecided
79524,554752,undecided
80408,502243,lighthouse
64181,405598,undecided
32508,259009,nimbus
46897,513040,undecided
57941,341954,undecided
56492,573586,undecided
68499,554849,lighthouse
60994,379704,undecided
72307,656294,undecided
59999,489986,undecided
63526,478718,undecided
74530,579484,lighthouse
79813,549781,undecided
72056,671739,undecided
56231,362667,undecided
70132,581994,undecided
16273,240039,undecided
57803,362626,undecided
55560,424745,prysm
16294,415575,undecided
79189,580082,lighthouse
68343,426806,lighthouse
70946,483972,undecided
58703,320284,undecided
5007,179623,undecided
76812,476295,lighthouse
61427,353783,undecided
65202,408421,teku
33588,423714,undecided
7248,63919,undecided
71463,649143,undecided
22348,78028,undecided
79354,595855,undecided
75186,491038,undecided
78116,496523,undecided
8875,387209,nimbus
54123,341880,undecided
69220,532457,undecided
80539,510105,lighthouse
67856,607144,undecided
19304,10794,undecided
62352,518268,undecided
58839,353375,undecided
70963,504417,undecided
55623,469972,prysm
62412,353592,undecided
79947,618773,undecided
66649,662589,undecided
12659,991,undecided
6867,33783,undecided
54926,292783,lodestar
72674,478888,undecided
57851,510996,undecided
72647,628221,undecided
15623,53832,prysm
61266,348834,undecided
3691,57087,undecided
50357,451525,teku
72567,554089,undecided
9191,410780,nimbus
55192,567446,undecided
60272,368114,undecided
64425,498554,undecided
55573,343461,prysm
80628,648514,undecided
63959,424131,undecided
66608,428700,undecided
4989,150782,undecided
58578,321059,undecided
20026,66361,lighthouse
70262,650252,undecided
75990,570204,undecided
60147,366947,undecided
13007,107900,lighthouse
26519,103155,undecided
77904,496764,lighthouse
30511,158113,lighthouse
61343,496237,undecided
58854,382007,undecided
62739,496111,undecided
74861,447023,undecided
70720,601215,lighthouse
58528,316060,undecided
67258,429414,undecided
53810,283794,nimbus
70156,650426,undecided
78349,524844,lighthouse
15079,62044,undecided
68462,544308,lighthouse
5411,37983,undecided
62977,510881,undecided
50974,295811,undecided
79106,598592,undecided
65957,564477,undecided
11642,6724,undecided
72351,618340,undecided
59063,604423,undecided
32678,668477,prysm
47430,454784,prysm
54897,474636,undecided
67000,417301,undecided
11928,105526,lighthouse
58004,332971,undecided
11228,61330,undecided
66957,425248,undecided
77566,500085,undecided
8314,18530,undecided
16761,193089,undecided
20208,9951,prysm
65459,420674,undecided
69296,471684,undecided
68296,595121,prysm
62653,372673,undecided
67483,426681,undecided
78103,609419,undecided
65948,670964,undecided
61417,488748,undecided
67759,590039,undecided
16605,62367,undecided
54473,305586,undecided
66410,564804,undecided
64985,487295,undecided
78029,547073,undecided
67641,517179,undecided
69648,647606,undecided
62335,508174,undecided
73653,669275,undecided
73563,660420,undecided
77936,617421,undecided
55716,475406,prysm
53455,559222,undecided
59064,361123,undecided
71950,434369,undecided
68160,559656,lighthouse
72871,651119,undecided
76057,610616,undecided
8261,51660,undecided
31217,118711,lighthouse
3692,11362,undecided
73710,595911,undecided
67533,497663,undecided
78692,594675,undecided
60433,345933,undecided
71564,500760,undecided
54360,357393,undecided
66687,661378,undecided
66983,395422,undecided
16071,357961,undecided
56349,367693,undecided
74796,457231,undecided
38634,669361,undecided
73976,634846,undecided
58195,360995,undecided
73667,619147,undecided
57797,416374,undecided
22480,64678,undecided
79941,615269,undecided
60790,396815,undecided
69436,652498,undecided
65652,545107,undecided
13156,5335,undecided
67927,585447,undecided
21585,58147,teku
12998,11919,undecided
72935,438957,undecided
62724,495288,undecided
68666,661848,undecided
55521,316086,undecided
74850,487998,undecided
63540,637767,undecided
10392,65659,undecided
16577,121668,undecided
76850,613288,undecided
8444,656088,nimbus
79503,497508,undecided
59821,626651,undecided
76656,512082,undecided
23317,94162,undecided
45220,432466,lighthouse
60965,408584,undecided
69322,662529,undecided
13149,71663,undecided
69978,521102,undecided
32125,393926,undecided
59089,605886,undecided
66297,405489,undecided
67844,638243,undecided
68509,653019,lighthouse
58511,392748,undecided
64036,433760,undecided
63028,430761,undecided
75820,495833,undecided
65688,654063,undecided
61683,496946,undecided
18191,14542,lighthouse
38749,342521,teku
62934,521062,undecided
75466,459263,undecided
23109,136341,prysm
2757,35822,undecided
25725,59706,undecided
5412,40425,undecided
63036,519971,undecided
67028,480432,undecided
79152,636251,undecided
63937,424528,undecided
74069,666763,undecided
69802,669648,undecided
57342,386189,undecided
57396,384169,undecided
51677,417267,undecided
8614,54688,undecided
10169,28711,undecided
78167,630411,undecided
68390,656233,lighthouse
17569,178273,undecided
58408,374418,undecided
71836,613105,undecided
75232,597641,undecided
77766,482481,undecided
30515,255419,undecided
58018,341115,undecided
66205,587991,undecided
78448,499358,undecided
13290,3386,undecided
75102,478802,undecided
50205,412834,prysm
11892,12332,undecided
32759,524012,prysm
13376,5064,undecided
31126,287831,undecided
57339,356244,prysm
34397,143180,undecided
59767,501453,undecided
15728,180537,undecided
67438,477865,undecided
13698,231418,prysm
34492,217577,prysm
30779,118757,undecided
57508,348292,undecided
63127,497139,undecided
80617,564222,lighthouse
22076,666188,lighthouse
11052,65698,undecided
60895,359702,undecided
30582,141062,undecided
22122,55950,undecided
61731,422055,undecided
76828,605829,undecided
80879,507794,undecided
71033,670789,undecided
26392,98877,lighthouse
62856,508652,undecided
75235,482899,undecided
59653,656199,undecided
79834,655429,undecided
6887,72186,undecided
78190,620517,undecided
72457,658706,undecided
60134,354815,undecided
10805,57801,undecided
70360,670136,undecided
68975,669255,undecided
71781,623359,undecided
25884,75723,undecided
60930,431599,undecided
57487,523167,undecided
51180,594699,undecided
69472,647948,undecided
12699,108506,lighthouse
60612,409775,undecided
80682,658426,undecided
74637,520052,undecided
30869,656604,undecided
57790,326714,undecided
77015,636720,undecided
56889,318511,undecided
9154,407514,nimbus
48489,363794,undecided
53602,637668,undecided
64101,486021,undecided
80680,534977,undecided
73611,590589,undecided
55799,345940,undecided
66647,662550,undecided
63604,488519,undecided
67264,390465,undecided
66567,666713,undecided
21441,615366,undecided
71292,583084,undecided
60436,379596,undecided
72870,438437,undecided
72109,647445,undecided
45499,659951,undecided
55443,492061,undecided
9840,50577,undecided
68255,455908,prysm
29186,182223,undecided
75330,613662,undecided
81137,631974,undecided
74420,632691,undecided
2587,44676,undecided
63324,444848,prysm
52655,634587,undecided
66377,670092,undecided
34935,244575,undecided
54242,447121,undecided
43433,216176,undecided
22411,44892,undecided
8272,6253,undecided
38766,671005,undecided
62518,401483,undecided
56040,435919,undecided
44687,479580,lighthouse
49130,609974,prysm
27608,131906,undecided
70189,543301,undecided
60576,402854,undecided
13306,11290,undecided
63444,395019,undecided
32122,497358,undecided
63741,649180,undecided
63792,456568,undecided
25587,67336,undecided
79385,669348,undecided
13248,9732,undecided
77389,642368,undecided
28786,78371,undecided
22309,73380,undecided
4096,73225,undecided
22403,76315,undecided
66894,492510,undecided
48050,338809,prysm
68910,669379,undecided
30449,170353,undecided
16454,44171,undecided
58158,367546,undecided
38900,668063,undecided
62144,415650,undecided
59906,625636,undecided
17883,44822,undecided
53443,339233,undecided
2575,42030,undecided
13380,3970,undecided
75575,667034,undecided
3161,44648,undecided
69438,628274,undecided
61716,504317,undecided
64741,486731,undecided
80202,647439,undecided
76425,505633,undecided
57977,670309,undecided
73853,580370,undecided
61284,453152,undecided
76285,551372,lighthouse
60022,521766,undecided
67179,468757,undecided
21636,99272,lighthouse
67102,397875,undecided
14518,43733,undecided
55679,360764,prysm
9429,448023,nimbus
40077,209949,prysm
79630,658009,undecided
12071,67972,undecided
65522,451739,nimbus
49849,284320,prysm
65833,399381,undecided
31627,237845,undecided
67825,606705,undecided
69713,605103,undecided
78447,659358,undecided
25259,630844,undecided
63066,520259,undecided
6835,26364,undecided
52533,281817,prysm
70179,628733,undecided
30817,119583,undecided
62941,452572,undecided
22917,46424,undecided
48328,667923,prysm
63863,616856,undecided
22963,34929,lighthouse
54435,428460,undecided
60508,344222,undecided
2804,56177,undecided
64906,566979,undecided
67252,426955,undecided
64703,670635,undecided
3139,54261,undecided
68521,455304,lighthouse
77874,569590,undecided
44120,664508,undecided
4925,178862,undecided
12088,136359,undecided
10346,65538,undecided
58181,326983,undecided
59744,656684,undecided
54430,453161,undecided
75966,671950,undecided
73024,650178,undecided
67852,660862,undecided
26528,64786,undecided
30783,661238,undecided
72381,616082,undecided
79336,668059,undecided
48527,284822,undecided
24313,41284,undecided
80757,634950,undecided
58596,334319,undecided
6633,43172,prysm
34532,241576,lighthouse
66909,497244,undecided
73879,669385,undecided
51094,606009,undecided
70186,557738,undecided
11965,11597,undecided
79310,493498,undecided
75357,660650,undecided
70012,586549,undecided
10778,58349,undecided
74755,671709,undecided
60518,396679,undecided
64963,373510,undecided
78871,649299,undecided
60477,436689,undecided
58606,333599,undecided
65849,403212,undecided
73727,671882,undecided
75790,454208,undecided
79006,593909,undecided
77293,491602,lighthouse
68536,492759,undecided
8428,120456,nimbus
67693,434486,undecided
76382,533903,lighthouse
62468,445064,undecided
52611,349851,lodestar
80773,634776,undecided
49412,263201,undecided
2215,11929,undecided
55243,501250,undecided
55790,308695,undecided
75585,627253,undecided
54248,477227,undecided
22353,37339,undecided
77067,470446,undecided
75024,661097,undecided
56664,547639,undecided
74442,559743,lighthouse
61272,468549,undecided
34345,298073,undecided
75588,466782,undecided
71518,429350,undecided
2369,38814,undecided
57875,385407,undecided
51694,628093,undecided
49005,652008,undecided
46850,505182,undecided
75341,598250,undecided
10049,52922,undecided
66434,625905,undecided
45435,359103,lighthouse
13207,1207,undecided
50234,353268,lighthouse
60465,405029,undecided
81104,541336,lighthouse
58681,356173,undecided
61332,504022,undecided
48492,246417,teku
68993,628166,undecided
59105,647056,undecided
59663,595422,undecided
53389,500144,undecided
64171,637279,undecided
26406,140942,teku
71282,456836,undecided
54488,469740,undecided
79533,549676,undecided
72801,647752,undecided
60756,388774,undecided
54378,293932,teku
80499,650152,undecided
34465,209242,prysm
38130,576731,undecided
59665,402125,undecided
54506,494973,undecided
68208,665402,prysm
53812,325516,lighthouse
76195,664406,undecided
61907,494081,undecided
64759,495186,undecided
67185,472925,undecided
57514,534791,undecided
80587,648937,undecided
66432,604517,undecided
74507,493440,lighthouse
77401,535226,undecided
72016,464161,undecided
70928,669548,prysm
63023,491842,undecided
72834,478954,undecided
69625,659940,undecided
66615,461045,undecided
47400,378139,prysm
8946,282985,nimbus
53311,645636,undecided
77384,671127,undecided
58284,358578,undecided
9551,462605,undecided
58023,352160,undecided
72490,641356,undecided
56504,585657,undecided
66194,415375,undecided
11136,90071,undecided
21891,167072,prysm
3718,35228,undecided
80033,515593,undecided
55376,471546,undecided
19,61937,undecided
62095,364586,undecided
61767,398966,undecided
62310,370094,undecided
74571,666259,lighthouse
22958,31240,prysm
25686,58842,undecided
78048,671635,undecided
74220,647167,undecided
75259,492381,undecided
55531,379037,undecided
35062,413196,lighthouse
3500,60937,undecided
65932,491267,undecided
66138,669457,undecided
48582,652984,undecided
48910,579383,undecided
73742,625431,undecided
39039,459611,nimbus
57934,327406,undecided
79290,624506,undecided
13444,32974,undecided
53408,563475,undecided
74056,576101,undecided
62836,474815,undecided
4695,137931,undecided
3682,38458,undecided
57156,380331,prysm
59168,492596,undecided
11919,9139,undecided
62035,451512,undecided
75786,466023,undecided
80999,569430,undecided
73591,605438,undecided
55831,381221,undecided
72348,551582,undecided
44166,350138,undecided
64302,648030,undecided
61222,513873,undecided
56660,517510,undecided
67138,451870,undecided
57095,538051,undecided
46510,603886,undecided
52067,369525,undecided
73787,583989,undecided
72753,442915,undecided
46685,669772,undecided
75975,575300,undecided
62725,402048,undecided
73696,482737,undecided
75866,460509,undecided
29572,475714,undecided
63725,477343,undecided
77092,480701,undecided
76368,579114,lighthouse
72803,429326,undecided
37334,472459,undecided
57505,516190,undecided
3282,63313,undecided
62134,499625,undecided
79871,521318,undecided
70443,561706,undecided
79773,496694,prysm
50489,460210,undecided
60515,399751,undecided
30647,218725,undecided
60834,432383,undecided
13359,11031,undecided
77315,540968,undecided
62846,469112,undecided
67270,415110,undecided
78446,551064,undecided
4016,87308,undecided
21877,142929,prysm
45285,516321,undecided
3456,73307,undecided
59101,660089,undecided
65666,663621,undecided
73923,577167,undecided
56766,326436,undecided
62101,397663,undecided
76885,488379,prysm
70143,669960,undecided
80274,569990,undecided
10096,12785,undecided
74238,450988,undecided
55012,584683,undecided
26690,280246,undecided
79623,607920,undecided
58994,502917,lighthouse
25727,94310,undecided
25968,56929,undecided
79446,618001,undecided
74206,472069,undecided
75244,478366,undecided
81011,507774,undecided
56814,323342,undecided
12772,4338,undecided
11910,12150,undecided
57176,483863,prysm
29692,121852,lighthouse
75352,567897,undecided
80106,654072,undecided
79649,670219,undecided
70764,476906,undecided
50516,376962,prysm
60589,409651,undecided
18989,40050,undecided
12753,5519,undecided
70019,636867,undecided
59904,491224,undecided
75379,664708,undecided
58155,326958,undecided
78552,660964,undecided
60001,634185,undecided
47037,278560,undecided
23430,62782,undecided
56602,347631,undecided
73707,661433,undecided
3582,74266,undecided
74188,484039,undecided
73821,487524,undecided
25962,65629,undecided
75822,476849,undecided
76567,658742,lighthouse
66810,502118,undecided
81045,533262,lighthouse
67427,573378,undecided
45401,452729,lighthouse
62110,436854,undecided
71918,620844,undecided
74436,669160,lighthouse
62466,517249,undecided
10566,55890,undecided
13403,11843,undecided
56422,594257,undecided
63336,389812,prysm
14921,411175,lighthouse
74147,450723,undecided
10404,41540,undecided
58954,404548,undecided
67355,481016,undecided
28608,117018,undecided
8207,190142,nimbus
57164,589042,prysm
79739,662285,undecided
28508,95451,prysm
73261,484722,undecided
79326,629657,undecided
13086,11871,undecided
77177,504933,prysm
57203,664184,undecided
73482,667756,undecided
59890,409028,undecided
