proposer_index,slot,declared_client
13967,612110,undecided
15940,495178,prysm
70357,664189,undecided
40065,255089,prysm
47972,475399,prysm
24993,655169,undecided
10216,92478,undecided
44948,492129,lighthouse
5999,647671,teku
40325,590819,undecided
66992,488149,undecided
30619,646699,undecided
6464,161069,lighthouse
16249,272700,undecided
44786,666283,lighthouse
80069,636203,undecided
44832,483669,lighthouse
59138,640365,undecided
28119,611536,prysm
27750,520497,prysm
78112,594460,undecided
7976,540312,undecided
11609,58671,undecided
36762,656808,undecided
46998,331555,undecided
34722,371809,undecided
26910,319312,undecided
36791,667171,undecided
46275,657072,undecided
40099,226849,prysm
44301,630949,undecided
68663,641746,undecided
12527,655481,prysm
37488,635664,undecided
36222,596112,undecided
36741,607005,undecided
19022,418958,prysm
18736,444310,undecided
63046,454530,undecided
24105,507983,undecided
60014,509470,undecided
41384,643766,undecided
197,652447,undecided
51059,629355,undecided
7313,618095,undecided
34701,664936,undecided
47852,308377,prysm
58085,538139,undecided
13571,627050,undecided
72313,656664,undecided
78549,587997,undecided
52286,670894,lodestar
37062,591507,lighthouse
54563,481319,undecided
647,671360,undecided
16932,629914,undecided
3704,70309,undecided
29387,627424,lighthouse
20427,457656,teku
69783,658626,undecided
62783,523193,undecided
33066,664618,undecided
28133,402979,prysm
52387,621013,undecided
36715,485344,undecided
73290,519481,undecided
28286,668217,prysm
13926,671110,undecided
44934,611087,lighthouse
20952,183176,nimbus
46929,506003,undecided
20835,415724,prysm
31453,445219,undecided
69832,663114,undecided
68997,649133,undecided
3440,49629,undecided
21155,626381,undecided
21048,479284,undecided
1226,502662,lighthouse
14286,533211,undecided
35706,584018,undecided
40646,619619,undecided
2093,388238,undecided
7736,301985,undecided
71459,620520,undecided
72593,626824,undecided
545,667511,undecided
18602,512572,undecided
45169,612060,prysm
38412,371313,undecided
29299,546359,undecided
2505,55519,undecided
46664,579201,undecided
14392,645649,undecided
48106,631588,prysm
27141,635362,prysm
7343,609478,undecided
28154,549785,prysm
29549,593939,undecided
50887,661844,undecided
39289,493054,undecided
28684,464988,prysm
8075,646384,undecided
46066,622128,undecided
22827,433983,prysm
1354,443015,lighthouse
9147,648558,nimbus
26968,454937,prysm
26180,407304,undecided
23955,576013,undecided
15501,670752,lighthouse
4505,616932,undecided
57365,340218,undecided
8259,72731,undecided
27205,656726,prysm
1251,445116,lighthouse
11692,492840,undecided
38312,655078,undecided
5993,635985,teku
34418,237558,prysm
65684,654302,undecided
23090,549097,lighthouse
34215,301050,undecided
30194,653300,undecided
23147,390997,lighthouse
9967,103278,undecided
13895,448304,undecided
36181,653408,undecided
13273,273824,lighthouse
73644,552000,undecided
77833,661756,undecided
2612,484274,undecided
19237,445553,prysm
19489,452077,prysm
73704,666325,undecided
48331,320200,prysm
14818,661682,prysm
44985,605066,lighthouse
45450,539513,undecided
36521,669438,undecided
71111,641482,undecided
44683,646979,lighthouse
37479,632163,undecided
5469,647893,teku
21281,478182,lighthouse
45487,514348,undecided
48455,481579,undecided
70526,596103,undecided
35086,601721,undecided
67845,608675,undecided
14024,597898,undecided
35073,485365,lighthouse
5207,430363,prysm
19264,657342,prysm
71914,634714,undecided
11538,89551,undecided
13458,633278,undecided
5511,618394,teku
50680,610397,prysm
2191,103300,undecided
52209,634419,lodestar
23857,644286,undecided
71105,613108,undecided
14265,662084,undecided
22781,249965,prysm
20662,564318,lighthouse
61913,463053,undecided
8321,44985,undecided
63848,650229,undecided
8120,609652,undecided
25266,585031,undecided
17169,474008,lighthouse
38865,473104,nimbus
51580,579352,undecided
26876,501827,prysm
24847,666221,undecided
6983,201308,prysm
120,625876,undecided
9554,665536,undecided
45517,649801,undecided
5685,362553,teku
64583,473205,undecided
78879,569739,undecided
15828,315498,lighthouse
23382,65281,undecided
7591,464542,undecided
64413,626613,undecided
14056,666422,undecided
15013,662452,lighthouse
11810,592419,undecided
49450,651740,undecided
32282,501612,undecided
79133,629897,undecided
36771,651848,undecided
56810,450030,undecided
19598,439320,prysm
31187,481542,undecided
40230,657193,undecided
39028,671080,lighthouse
42350,656360,lighthouse
47094,518078,undecided
9389,94566,undecided
10214,101741,undecided
60157,386533,undecided
45869,633113,undecided
15524,387095,undecided
79425,525864,undecided
25400,603881,prysm
47496,436878,undecided
30391,642573,undecided
19300,526550,prysm
6372,652691,teku
46053,633703,undecided
67529,480631,undecided
36148,634817,undecided
35462,502316,lighthouse
17050,457414,lighthouse
31350,272280,undecided
4214,323322,lighthouse
13345,498796,undecided
36823,523332,undecided
73820,640931,undecided
59320,668404,undecided
54,647217,undecided
24068,645606,undecided
19181,489348,prysm
59443,659733,undecided
55550,490379,prysm
42499,670547,prysm
16375,347177,undecided
32023,659428,undecided
36536,471492,undecided
71319,596971,undecided
7906,668399,undecided
60778,410281,undecided
5652,560824,teku
44855,669955,lighthouse
30072,515375,undecided
14406,429488,undecided
43334,629974,undecided
42236,631629,undecided
32541,454993,prysm
19251,408007,prysm
2596,43823,undecided
50961,520629,undecided
1779,519925,lighthouse
64768,666435,undecided
6146,670486,teku
70751,651611,prysm
63226,411833,prysm
20596,662454,lighthouse
50455,455780,lighthouse
41999,604444,lighthouse
64821,669726,undecided
49002,657456,undecided
31683,414112,undecided
33755,584966,undecided
67518,633511,undecided
50699,658202,prysm
69286,647335,undecided
64974,619828,undecided
44297,648600,undecided
65389,489745,undecided
280,603410,undecided
9369,99389,undecided
45520,499927,undecided
22222,42372,undecided
33887,670533,undecided
45807,413357,undecided
28827,663301,undecided
75049,593848,undecided
36339,651854,undecided
12775,489022,prysm
47063,485669,undecided
30292,576932,undecided
20832,484797,prysm
47441,428369,prysm
64059,495969,undecided
28050,567358,prysm
34959,645640,undecided
5230,218504,undecided
40609,670571,undecided
8937,445220,nimbus
13673,225577,prysm
30828,220155,undecided
64535,599521,undecided
36487,609953,undecided
9668,295569,undecided
24763,653029,undecided
41763,615161,undecided
8714,41809,undecided
23448,416904,undecided
33278,585324,undecided
392,624885,undecided
27799,660661,prysm
47591,641139,prysm
40551,418931,undecided
24789,467078,undecided
63766,606909,undecided
24669,668611,undecided
27809,659446,prysm
67649,599658,undecided
6477,341351,teku
35030,604822,lighthouse
15667,439144,undecided
10274,40176,undecided
72246,654109,undecided
3046,633085,undecided
58082,518977,undecided
1581,467137,lighthouse
24192,560002,prysm
61549,453009,undecided
33141,596069,undecided
46192,603126,undecided
22450,76832,undecided
66103,575887,undecided
49046,590235,undecided
2820,532596,undecided
81101,547003,lighthouse
28950,565486,undecided
32185,588431,lighthouse
10632,68415,undecided
1574,519252,lighthouse
15769,458252,undecided
4194,523344,lighthouse
9775,598814,lighthouse
32277,387692,undecided
16698,416844,undecided
1945,418717,lighthouse
72140,608542,undecided
13496,620901,undecided
61215,476175,undecided
4442,625313,undecided
15197,579460,undecided
20,139549,undecided
77782,624958,undecided
44124,625912,undecided
15383,669988,undecided
50938,664557,undecided
42391,566558,lighthouse
1658,511901,lighthouse
28954,574628,undecided
49808,510890,undecided
27840,571853,prysm
51379,610642,undecided
7196,666869,undecided
65979,642487,undecided
28572,498702,prysm
51844,617740,undecided
23129,451749,undecided
24936,667543,undecided
21136,359015,lighthouse
673,603855,undecided
21307,647398,teku
4050,94623,undecided
69177,599062,undecided
64276,641711,undecided
38677,628167,undecided
45159,670098,lighthouse
16536,514402,prysm
20428,509622,teku
56248,599179,undecided
42277,653237,undecided
50286,627751,lighthouse
18573,517559,undecided
1349,514133,lighthouse
9107,207456,nimbus
15413,449414,undecided
77228,668065,undecided
15507,663025,lighthouse
23907,655390,undecided
33214,569582,undecided
25192,627296,undecided
40009,620447,undecided
52011,668055,undecided
37212,408854,prysm
44808,585032,lighthouse
8012,429847,undecided
39881,637893,nimbus
17134,400217,lighthouse
49782,639275,undecided
57582,541759,undecided
2384,656741,undecided
45213,461017,lighthouse
27790,468345,prysm
41166,643166,undecided
34963,664529,undecided
65083,654211,undecided
37693,630382,undecided
51875,615749,undecided
71288,658508,undecided
65965,629296,undecided
66045,627961,lodestar
50943,604021,undecided
796,665373,undecided
656,578564,undecided
47946,590345,prysm
33986,670340,undecided
20640,498533,teku
69805,637231,undecided
73808,664673,undecided
29399,668594,lighthouse
35354,470080,lighthouse
42982,456464,prysm
71928,668676,undecided
206,627888,undecided
24857,629620,undecided
38183,665185,undecided
15542,428819,undecided
14463,54214,undecided
43902,631482,undecided
14648,567051,lighthouse
34807,498652,undecided
38256,625586,undecided
25188,574541,undecided
39809,546037,nimbus
30026,636393,undecided
41011,636156,undecided
34122,629242,undecided
43505,626483,undecided
25042,665127,undecided
25245,564036,undecided
32955,288250,lighthouse
2333,627203,undecided
23971,628558,undecided
24908,604784,undecided
79856,628390,undecided
46969,496682,undecided
27798,552339,prysm
49401,458810,undecided
1688,484523,lighthouse
74286,598615,undecided
51309,556409,undecided
706,654705,undecided
23977,595494,undecided
33616,624967,undecided
50377,502466,teku
41455,666477,undecided
1336,279571,lighthouse
57098,588957,undecided
11077,100583,undecided
2889,99947,undecided
9622,661953,undecided
24460,537722,undecided
21556,483805,undecided
8489,399098,nimbus
12584,670758,undecided
42029,663767,undecided
4367,479792,lighthouse
5869,607302,teku
36533,436555,undecided
60779,384932,undecided
14744,666783,prysm
50829,618710,undecided
8837,657499,nimbus
39659,592785,undecided
8877,117180,nimbus
8152,565569,undecided
16632,595271,undecided
55021,432841,undecided
41644,409060,undecided
42390,646711,lighthouse
27399,388636,undecided
1964,519443,lighthouse
12444,440854,undecided
40168,577976,undecided
41122,666530,undecided
50196,664459,lighthouse
44130,580355,undecided
13824,648715,prysm
6157,635321,teku
24586,530631,undecided
6264,643090,teku
65188,592526,undecided
6103,636620,teku
44033,665784,undecided
2879,639499,undecided
208,604601,undecided
60836,351992,undecided
47237,456824,undecided
69224,586296,undecided
56260,586603,prysm
55590,490911,prysm
37444,637225,undecided
16806,665649,prysm
11640,94071,undecided
34707,653869,undecided
335,618183,undecided
27568,280859,undecided
31378,493969,prysm
59142,590986,undecided
528,595527,undecided
33078,586137,undecided
48620,654912,undecided
5561,297625,prysm
10405,65979,undecided
20210,346915,prysm
28336,469105,prysm
5969,622943,teku
79348,660409,undecided
62108,484046,undecided
17156,430307,lighthouse
43644,671126,undecided
59221,670625,undecided
22436,665167,lighthouse
34243,563759,lighthouse
22015,588320,nimbus
13788,466635,undecided
6111,635930,teku
15717,586838,undecided
49912,659082,undecided
72522,485020,undecided
49099,543673,prysm
2661,502361,undecided
41483,654972,undecided
37656,665987,undecided
672,671853,undecided
33134,635288,undecided
8110,584140,undecided
7586,473364,undecided
17747,525277,prysm
14514,511386,lighthouse
67086,491813,undecided
6029,560818,teku
42294,652163,undecided
40285,615729,undecided
23028,303387,prysm
43999,574355,undecided
1522,406930,lighthouse
31515,571841,undecided
42379,652036,lighthouse
54056,400049,undecided
35628,610240,undecided
19083,545994,prysm
9746,585363,prysm
70367,663370,undecided
41785,652824,undecided
48267,637238,prysm
51664,656081,undecided
23148,550389,undecided
33579,639920,undecided
26963,624828,prysm
14275,585565,undecided
35997,605830,undecided
15899,458586,undecided
21139,506982,lighthouse
50227,507379,teku
783,573006,undecided
47602,409855,prysm
62171,516437,undecided
55459,437586,undecided
21646,657045,prysm
16277,431583,undecided
24060,653265,undecided
7201,599865,undecided
27583,208623,undecided
48133,633718,prysm
50057,461816,prysm
40938,634032,undecided
72632,610726,undecided
78033,609933,undecided
7623,423180,undecided
9423,398822,nimbus
47727,265033,prysm
5142,665712,undecided
27154,331145,prysm
11707,445241,undecided
80087,544612,undecided
72162,633261,undecided
51670,627514,undecided
5306,70651,undecided
33830,637494,undecided
55088,643081,undecided
33145,574866,undecided
71814,506549,undecided
24643,658025,undecided
46057,480416,undecided
27856,612321,prysm
34861,413297,undecided
954,453918,undecided
11801,479130,undecided
23833,656150,undecided
4619,460564,teku
66736,498861,undecided
15128,571248,undecided
65640,475671,undecided
29319,541030,undecided
31457,266813,prysm
71344,670043,undecided
35768,596536,undecided
2397,651419,undecided
24336,644752,undecided
41743,669151,undecided
36437,607675,undecided
29743,336197,undecided
4557,489654,undecided
14791,610460,prysm
26864,406908,prysm
7193,629526,undecided
25752,95524,undecided
37317,405445,undecided
7230,630113,undecided
41631,561431,undecided
24143,323148,prysm
1283,390279,lighthouse
37262,514239,undecided
38353,532742,prysm
423,658045,undecided
15625,617253,undecided
5079,71133,prysm
24807,668339,undecided
1372,445671,lighthouse
76944,491493,undecided
23625,634017,undecided
2312,542930,undecided
45655,462800,undecided
37658,465023,undecided
42492,648710,prysm
42935,639212,prysm
19741,613187,undecided
13719,494673,undecided
36784,642219,undecided
50971,640795,undecided
17451,416490,lighthouse
14486,619308,undecided
30780,479335,undecided
45469,623966,undecided
40652,662938,undecided
24513,547594,undecided
11650,433522,lighthouse
30006,662020,undecided
13964,631275,undecided
19085,517828,prysm
1871,523406,lighthouse
35590,611805,undecided
48324,671375,prysm
6238,557515,teku
14238,609730,undecided
64258,472701,undecided
163,648438,undecided
16238,344992,undecided
68951,632473,undecided
24833,644457,undecided
50000,482793,teku
13785,433224,undecided
33921,656206,undecided
32090,414162,undecided
72349,654203,undecided
52156,661587,undecided
79916,576594,undecided
25009,525238,undecided
63679,453469,undecided
46652,625023,undecided
32920,446957,nimbus
24372,666934,undecided
190,612768,undecided
37303,220200,prysm
4224,521148,lighthouse
10990,100136,undecided
18278,250055,prysm
16607,356547,undecided
20741,634285,lighthouse
20712,599368,lighthouse
35088,577626,undecided
32699,572515,prysm
11006,65426,undecided
24929,645943,undecided
15294,241528,prysm
15477,629778,undecided
45777,606633,undecided
13265,298311,lighthouse
24012,644411,undecided
37937,574940,undecided
41446,467195,undecided
9354,356467,nimbus
29625,575033,undecided
49543,607280,undecided
50737,573090,prysm
24096,593126,undecided
35638,565651,undecided
4013,86935,undecided
42697,633800,prysm
23912,612167,undecided
16035,481211,undecided
36237,650558,undecided
17988,652193,undecided
27368,658932,prysm
36838,636065,undecided
9443,115348,nimbus
71662,671690,undecided
5674,439286,teku
57246,568501,undecided
26093,351725,undecided
40603,191886,undecided
3064,55318,lighthouse
23218,483826,undecided
31019,367639,undecided
40449,670893,undecided
36348,651559,undecided
27287,500766,undecided
57202,369762,undecided
895,661428,undecided
9091,428994,nimbus
10958,318005,teku
17589,252619,lighthouse
36489,578567,undecided
35723,551781,undecided
37871,667120,undecided
5222,138162,undecided
45244,465362,lighthouse
28651,466303,undecided
15188,634699,undecided
48417,451215,undecided
57680,647817,undecided
22161,376209,prysm
45099,622353,lighthouse
33739,665382,undecided
1714,349782,lighthouse
57344,356237,prysm
34705,626637,undecided
56433,669417,prysm
49872,441592,lighthouse
7555,584634,undecided
41821,665866,undecided
40035,376679,undecided
15907,639654,prysm
64297,649866,undecided
75098,658061,undecided
11120,29962,undecided
38898,188658,undecided
19093,533314,prysm
11884,480572,undecided
48264,383986,prysm
64913,631240,undecided
33512,533051,undecided
17528,471128,lighthouse
24390,563061,undecided
23619,553694,undecided
17400,461938,lighthouse
71409,651367,undecided
37340,477464,undecided
22065,667189,lighthouse
35039,623386,undecided
40298,655618,undecided
7182,670472,undecided
43242,502245,prysm
62245,487255,undecided
33913,669902,undecided
17654,662658,prysm
54759,566157,undecided
27580,193710,undecided
47954,654794,prysm
40968,668673,undecided
76356,511270,lighthouse
67420,482031,undecided
14437,400141,undecided
50029,488782,teku
6126,512539,prysm
48823,639916,undecided
5621,381753,teku
23133,378188,undecided
45317,456406,lighthouse
6196,624884,teku
26050,457017,prysm
62637,506522,undecided
42823,442387,prysm
42338,444185,lighthouse
61154,519248,undecided
17253,456003,lighthouse
9952,99427,undecided
25492,593573,undecided
664,663238,undecided
1731,494193,lighthouse
49780,610827,undecided
37286,490965,lighthouse
10718,294959,undecided
59370,599817,undecided
15642,51490,prysm
39946,640519,undecided
47566,631399,prysm
32938,623943,undecided
80714,591636,undecided
36136,639280,undecided
31466,603541,prysm
6546,645980,teku
51708,634563,undecided
4253,502450,lighthouse
11194,475996,undecided
68898,634097,undecided
62053,458148,undecided
22233,98937,undecided
48075,667693,prysm
44723,631866,lighthouse
59277,481293,undecided
28204,661464,prysm
10869,667575,lighthouse
32641,483118,undecided
29084,486105,prysm
1558,510154,lighthouse
14284,664664,undecided
16193,432052,undecided
20846,54490,undecided
49181,574797,prysm
41544,550586,undecided
48470,627258,undecided
10478,317915,teku
74245,609403,undecided
51250,642130,undecided
20851,74534,lighthouse
6863,6663,undecided
17493,400782,lighthouse
28084,655553,prysm
62092,502922,undecided
6506,629123,teku
71185,671992,undecided
38876,670298,undecided
73253,465133,undecided
36690,653375,undecided
59513,500939,undecided
23518,608652,undecided
64201,596264,undecided
17749,671884,lighthouse
66927,455388,undecided
3222,16975,undecided
64139,662804,undecided
19375,471948,prysm
785,630543,undecided
76005,667676,undecided
59889,495564,undecided
33941,660327,undecided
24832,559166,undecided
39426,593001,prysm
16853,39390,lighthouse
13464,588155,undecided
39049,330858,undecided
1933,465927,lighthouse
80586,641670,undecided
19086,634105,undecided
18903,409573,prysm
412,346956,undecided
29799,620080,undecided
45076,669227,lighthouse
43336,668270,undecided
245,586060,undecided
44991,565643,lighthouse
15227,71619,undecided
47763,587783,prysm
71630,632375,undecided
42621,634327,prysm
30118,621030,undecided
44332,466627,undecided
20911,516577,undecided
72833,669436,undecided
7709,663410,undecided
52045,606557,undecided
22386,72101,undecided
44828,627030,lighthouse
2194,489616,undecided
36876,453884,undecided
23263,520399,undecided
9521,395631,nimbus
70279,444843,undecided
39668,649461,undecided
34825,662510,lighthouse
74671,498168,undecided
55218,566430,undecided
50409,513861,undecided
4392,649738,undecided
20707,470579,teku
15674,598303,undecided
66520,509914,undecided
25150,615632,undecided
10802,76018,undecided
35068,588669,undecided
47764,663243,prysm
22019,655167,prysm
375,664050,undecided
33880,657282,undecided
29306,658419,undecided
48921,320374,undecided
37654,638893,undecided
21673,167520,prysm
2424,669252,undecided
34120,546602,undecided
31686,479679,prysm
16252,429647,undecided
3797,49980,undecided
2745,54425,undecided
42498,505871,prysm
14862,631653,prysm
35780,544089,undecided
53606,626336,undecided
43740,623612,undecided
6718,484446,undecided
31469,595043,prysm
31895,188823,undecided
33520,607353,undecided
20461,484803,teku
1769,470413,lighthouse
10300,103180,undecided
24706,619234,undecided
45545,654597,undecided
68590,665675,undecided
76712,671720,undecided
17842,545324,prysm
7727,620680,undecided
2682,665795,undecided
22710,500540,lighthouse
18197,649626,lighthouse
11760,52920,prysm
43854,578432,undecided
25270,598597,undecided
63754,670111,undecided
17718,426157,prysm
35392,614577,undecided
75334,626380,undecided
33085,599757,undecided
23501,662261,undecided
187,391562,undecided
20225,552605,prysm
11804,500931,undecided
80264,670859,undecided
35278,538532,undecided
23860,610976,undecided
11765,306116,prysm
24134,73131,undecided
41077,624466,undecided
10663,93638,undecided
52838,605492,undecided
23144,459723,undecided
29790,620441,undecided
20788,624396,lighthouse
34312,302923,lighthouse
15647,671948,undecided
30298,598550,undecided
24340,556458,undecided
32893,350678,lighthouse
12097,82284,undecided
21018,299190,undecided
40776,629517,undecided
24175,597202,prysm
73439,609115,undecided
77998,578721,undecided
38697,265438,teku
9217,419036,nimbus
479,588632,undecided
45888,598944,undecided
943,558035,undecided
33626,667004,undecided
217,546039,undecided
29669,380334,undecided
5705,657035,teku
48786,631431,undecided
8507,300464,nimbus
44012,595462,undecided
6511,412285,teku
63099,485572,undecided
59066,409772,undecided
20149,425490,prysm
14029,660773,undecided
44144,514399,undecided
21844,429778,prysm
21987,428611,prysm
33892,273091,undecided
79632,630709,undecided
38785,290003,teku
52117,671894,undecided
65694,614132,undecided
56019,489129,undecided
15587,596907,undecided
50747,608508,prysm
44624,646158,lighthouse
27293,589815,prysm
64566,663782,undecided
39969,659671,undecided
55595,495185,prysm
7835,584914,undecided
1776,671490,lighthouse
331,623792,undecided
4770,657306,undecided
20496,309755,lighthouse
41748,598144,undecided
33410,544080,undecided
52623,483416,undecided
41497,665720,undecided
33611,661175,undecided
49079,590778,prysm
69519,635426,undecided
2803,592835,undecided
35466,550928,undecided
8935,407048,nimbus
43544,634427,undecided
37935,636269,undecided
33795,644724,undecided
2940,661846,undecided
11144,72312,undecided
2953,272264,undecided
21540,620869,undecided
39088,623200,undecided
25633,622492,lighthouse
38922,630550,undecided
55591,488974,prysm
37275,440356,undecided
38,662551,undecided
51644,638875,undecided
75750,664702,undecided
5327,515617,prysm
19979,472311,prysm
1490,492134,lighthouse
17848,526903,prysm
47560,443789,prysm
38295,453447,undecided
54182,570050,lighthouse
23123,209176,lighthouse
26980,604215,prysm
42332,284987,undecided
38934,207459,undecided
64863,663694,undecided
76999,631282,undecided
38615,512477,lighthouse
43857,638614,undecided
71850,575023,undecided
60156,407942,undecided
13809,429726,undecided
14219,583998,undecided
24612,656855,undecided
26908,671804,undecided
8924,637001,nimbus
1185,452636,lighthouse
58730,344142,undecided
7058,540372,prysm
40790,620318,undecided
37519,573608,undecided
2592,661027,undecided
11646,91136,undecided
23493,662478,undecided
62220,454017,undecided
74662,661941,undecided
43876,662207,undecided
39263,621092,undecided
21098,65171,prysm
12795,459817,undecided
30328,496245,undecided
40914,637776,undecided
9525,444056,nimbus
51845,625288,undecided
34388,384045,undecided
25964,94096,undecided
16077,425092,undecided
14896,593429,undecided
37892,465728,undecided
57917,345221,undecided
15061,331420,undecided
22737,484057,prysm
841,646201,undecided
43592,660876,undecided
17035,292162,lighthouse
6470,667461,teku
8195,558369,undecided
37895,630135,undecided
73298,438037,undecided
38489,347360,prysm
11226,103130,undecided
76645,568070,undecided
14853,671219,prysm
6250,629817,teku
1783,457033,lighthouse
61261,431670,undecided
27910,363684,prysm
40693,548145,undecided
77369,593881,undecided
1162,433639,lighthouse
19865,658304,prysm
65298,662553,undecided
49759,619087,undecided
489,455238,undecided
47986,631339,prysm
18911,535309,prysm
58591,387452,undecided
19060,412957,prysm
63702,628614,undecided
44983,670400,lighthouse
39765,594398,undecided
6593,671540,teku
39277,665168,undecided
69251,652313,undecided
27307,472467,prysm
67961,650100,undecided
4474,529513,undecided
30242,663026,undecided
28467,322353,undecided
60362,433449,undecided
51205,576323,undecided
44484,660435,lighthouse
36326,574426,undecided
63603,630492,undecided
33158,485589,lighthouse
27159,571144,prysm
29329,651064,lighthouse
4176,423766,lighthouse
42440,410047,prysm
35765,614924,undecided
11516,87920,undecided
76418,548686,lighthouse
38589,630264,undecided
28589,626871,teku
31677,367070,lighthouse
1625,669404,lighthouse
25275,671571,undecided
22729,478216,teku
57472,450186,undecided
80260,500962,undecided
25643,334819,lighthouse
370,561402,undecided
56062,389046,undecided
42555,657030,prysm
16219,406336,undecided
7729,509975,undecided
1435,474587,lighthouse
36407,649161,undecided
42174,631357,undecided
14337,611593,undecided
42509,504222,prysm
28624,625982,undecided
25498,590769,undecided
18277,413368,lighthouse
21791,169700,prysm
65799,669428,undecided
28066,610207,prysm
68332,531506,prysm
311,573427,undecided
37922,660032,undecided
17551,314368,prysm
73029,657148,undecided
42159,513761,undecided
25092,608174,undecided
5946,600195,teku
17892,443780,prysm
9062,637999,nimbus
36176,636645,undecided
41540,612087,undecided
35046,561511,undecided
78849,579322,undecided
36116,631906,undecided
41711,626379,undecided
963,564581,undecided
18641,526740,undecided
11825,416439,undecided
27017,550723,prysm
41768,660910,undecided
36415,555853,undecided
72376,666458,undecided
964,591966,undecided
25255,317855,undecided
3014,447922,undecided
3998,45010,undecided
24850,657418,undecided
72403,669869,undecided
35882,527631,undecided
80702,592356,undecided
38738,289489,teku
11746,434777,undecided
17245,476280,lighthouse
40835,656365,undecided
22809,493541,prysm
40948,639266,undecided
16048,413104,undecided
44651,632636,lighthouse
7719,590671,undecided
33918,642969,undecided
44025,459370,undecided
2171,650071,undecided
33716,633882,undecided
75927,648816,undecided
10729,313690,undecided
47883,455892,prysm
13240,495247,undecided
38391,308213,prysm
1590,420744,lighthouse
40561,671032,undecided
19008,522919,prysm
23185,404070,undecided
57590,512953,undecided
14030,635007,undecided
48680,627197,undecided
101,602940,undecided
5983,640291,teku
62967,496512,undecided
49132,475809,prysm
9211,403893,nimbus
42746,666999,prysm
1292,494660,lighthouse
15009,316390,undecided
2104,655802,undecided
4408,637676,undecided
17627,428308,undecided
19238,420656,prysm
15788,546043,lighthouse
47092,466595,undecided
19135,489028,prysm
19522,670451,prysm
46602,362822,prysm
39299,667124,undecided
7,120602,undecided
46940,429729,undecided
36818,668617,undecided
319,616257,undecided
26922,489018,undecided
32464,475297,undecided
32995,595159,undecided
80445,534046,undecided
42867,497058,prysm
55060,659503,undecided
40657,671008,undecided
17401,358483,lighthouse
36243,534927,undecided
44812,565700,lighthouse
23457,590641,lighthouse
75055,635147,undecided
76464,572447,lighthouse
52087,655119,undecided
36517,415493,undecided
46284,656767,undecided
19581,575096,prysm
68365,613685,lighthouse
37541,578916,undecided
33139,660052,undecided
7338,604558,undecided
55411,488530,undecided
79804,511303,undecided
39843,655790,nimbus
26139,512876,prysm
33099,666541,undecided
18229,102588,undecided
27289,341501,undecided
49520,636170,undecided
3832,62770,undecided
50615,616778,undecided
41897,334982,prysm
49024,624314,undecided
5362,174672,lighthouse
24496,523080,undecided
71924,586798,undecided
15481,456979,undecided
33963,597607,undecided
59210,665755,undecided
52091,633872,undecided
56085,489108,undecided
72472,628365,undecided
13608,341765,undecided
56372,522673,undecided
26461,299612,lighthouse
19383,525834,prysm
54602,529537,undecided
10848,636701,lighthouse
35107,529170,undecided
21671,388968,prysm
64410,592458,undecided
28134,670677,prysm
41458,606152,undecided
33324,611890,undecided
35827,606835,undecided
44149,646047,undecided
79755,594720,undecided
46509,629432,undecided
34966,666591,undecided
38233,622019,undecided
41113,619518,undecided
10477,338812,teku
13882,664156,undecided
68512,505066,lighthouse
2136,562921,undecided
29785,460350,undecided
44869,533779,lighthouse
60055,367860,undecided
17598,458676,undecided
49993,610759,undecided
1546,542982,lighthouse
18090,420455,undecided
69604,660307,undecided
27362,598581,prysm
17789,106289,undecided
40244,627930,undecided
37427,636104,undecided
46064,593976,undecided
1564,322243,lighthouse
14293,622239,undecided
6161,508646,teku
45148,654098,lighthouse
54584,539981,undecided
18037,489199,undecided
1570,523570,lighthouse
2487,452214,undecided
7132,628049,undecided
62002,458576,undecided
47573,575532,prysm
30487,647703,undecided
660,389718,undecided
37745,574264,undecided
5543,565575,teku
7369,665973,undecided
59232,490733,undecided
28217,520250,prysm
43361,430594,undecided
6088,654678,teku
34459,200657,prysm
16364,500346,undecided
7064,624919,lighthouse
6220,671624,teku
14218,655242,undecided
9996,372181,undecided
32461,660422,undecided
14204,583927,undecided
2085,668865,undecided
19846,292825,prysm
5591,284445,prysm
16203,432490,undecided
18708,506586,undecided
2413,665574,undecided
4515,668505,undecided
57271,582710,undecided
54328,625595,undecided
43014,481515,prysm
54333,480885,undecided
53683,643173,lighthouse
64041,476112,undecided
40078,280568,prysm
67726,633634,undecided
54752,669162,undecided
38989,175353,undecided
55481,667554,undecided
7631,514062,undecided
47485,571907,prysm
42787,473320,undecided
17901,554424,prysm
59764,550808,undecided
19308,658881,prysm
45388,464332,lighthouse
69847,656015,undecided
45127,664349,lighthouse
36175,663251,undecided
39647,543320,undecided
46436,408481,undecided
8684,403857,nimbus
13666,185441,prysm
50175,622957,lighthouse
55832,388950,undecided
14574,653352,prysm
45918,556714,undecided
49469,667026,undecided
33729,510699,undecided
20550,514645,teku
62952,476158,undecided
40951,646254,undecided
47848,454102,prysm
68842,654209,undecided
40674,650303,undecided
4475,646965,undecided
1548,441042,lighthouse
74851,498698,undecided
74505,559064,lighthouse
44707,573546,lighthouse
24904,476828,undecided
9611,653526,undecided
56224,413256,undecided
62260,457679,undecided
16316,496949,undecided
46584,311144,prysm
8977,147926,nimbus
69676,612463,undecided
55047,289076,teku
55509,381713,undecided
65428,435722,undecided
